CHAPTER,CHAPDEC,SECTION,SCPUNCT,SUBSECT,PARAGRF,STATUTE,EFFDATE,DateAdd,SGOFF,SENTENCE,MAN_MIN,MAN_UNIT,RETIREDATE,MM,MM_clean,VCC,IBRCODE,FelonyTimeServed,HEADING,SUBHEAD,DESCRTN
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,90,D,,90 D,3,DWI-5421-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd",3rd DWI commercial vehicle within 10 yrs.
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,90,D,,90 D,3,DWI-5677-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd","3rd DWI commercial vehicle within 10 yrs., BAC .15 to .20"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,90,D,,90 D,3,DWI-5678-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd","3rd DWI commercial vehicle within 10 yrs., BAC > .20"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5598-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd with Child",3rd DWI commercial vehicle within 5 yrs. w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5673-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd with Child","3rd DWI commercial vehicle within 5 yrs., BAC .15 to .20 w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5674-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd with Child","3rd DWI commercial vehicle within 5 yrs., BAC > .20 w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,95,D,,95 D,3,DWI-5599-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd with Child",3rd DWI commercial vehicle within 10 yrs. w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,95,D,,95 D,3,DWI-5675-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd with Child","3rd DWI commercial vehicle within 10 yrs., BAC .15 to .20 w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,95,D,,95 D,3,DWI-5676-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd with Child","3rd DWI commercial vehicle within 10 yrs., BAC > .20 w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5602-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 4th",4th DWI commercial vehicle within 10 yrs.
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5671-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 4th","4th DWI commercial vehicle within 10 yrs., BAC .15 to .20"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5672-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 4th","4th DWI commercial vehicle within 10 yrs., BAC > .20"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5603-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 4th with Child",4th DWI commercial vehicle within 10 yrs. w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5669-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 4th with Child","4th DWI commercial vehicle within 10 yrs., BAC .15 to .20 w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5670-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 4th with Child","4th DWI commercial vehicle within 10 yrs., BAC > .20 w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5604-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - A Prior Felony","Prior DWI manslaughter, assault, felony commercial DWI"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5667-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - A Prior Felony","Prior DWI manslaughter, assault, felony commercial DWI, BAC .15 to .20"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5668-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - A Prior Felony","Prior DWI manslaughter, assault, felony commercial DWI, BAC > .20"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5606-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - A Prior Felony","Prior DWI manslaughter, assault, felony DWI w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5607-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - A Prior Felony","Prior DWI manslaughter, assault, felony DWI, BAC .15 to .20 w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5608-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - A Prior Felony","Prior DWI manslaughter, assault, felony DWI, BAC > .20 w/child"
46,2,391,,,D1,"46.2-391(D,1)",7/1/00,7/1/00,N,0-12M,10,D,,10 D,x,LIC-6858-M1,,0,TRAFFIC - OPERATOR'S LICENSE,"License Revoked for DWI, Manslaughter, Maiming",Operate vehicle after license revoked - no endangerment
46,2,391,,,D2ai,"46.2-391(D,2a,i)",7/1/00,7/1/00,Y,1Y-5Y,12,M,,12 M,12,LIC-6859-F9,,3,TRAFFIC - OPERATOR'S LICENSE,"License Revoked for DWI, Manslaughter, Maiming",Operate vehicle after license revoked - endangerment
46,2,391,,,D2aii,"46.2-391(D,2a,ii)",7/1/00,7/1/00,Y,1Y-5Y,12,M,,12 M,12,LIC-6860-F9,,3,TRAFFIC - OPERATOR'S LICENSE,"License Revoked for DWI, Manslaughter, Maiming","Operate vehicle after license revoked - DWI, etc., violation"
46,2,391,,,D3,"46.2-391(D,3)",7/1/00,7/1/00,Y,1Y-5Y,12,M,,12 M,12,LIC-6861-F9,,3,TRAFFIC - OPERATOR'S LICENSE,"License Revoked for DWI, Manslaughter, Maiming",Operate vehicle after license revoked - 2nd or subsequent
46,2,865,.,1,A2,"46.2-865.1(A,2)",7/1/06,7/1/06,N,1Y-20Y,1,Y,,1 Y,12,REC-6633-F9,,3,TRAFFIC - RECKLESS DRIVING,Racing,Cause death of another by racing
53,1,203,,,1,53.1-203(1),,,Y,1Y-5Y (II),1,Y,,1 Y,12,ESC-4921-F6,,3,ESCAPES,Correctional Facility,Escape from a correctional facility
